videoTitle,videoCategoryId,videoViews,videoLikes,videoDislikes,videoCommentCount,channelViewCount,channelSubsCount,channelVideoCount,dayDifference,publishedZTimeFloat,publishedDayOfWeek,ageOfChannelDays,videoDurationSeconds,numberOfVideoTags
Paint a Miniature with ONLY an Airbrush! ft. Jazza,26,211293,11440,153,567,15347784,202000,165,6,12.46722222,6,3346,829,6
Common Misconceptions,28,417682,34784,346,1604,454726806,3920000,187,6,21.33,6,3464,399,16
ADDING ANOTHER BUGATTI TO MY COLLECTION! || Manny Khoshbin,2,478495,22801,482,2493,63602906,780000,75,6,21.49972222,6,1957,277,27
Daddy Daughter Duet - Somewhere Out There (An American Tail) - Mat and Savanna Shaw,10,265318,29968,91,2955,27806209,446000,21,6,14.46111111,6,103,243,25
Unbreakable Door vs an Actual SWAT Team! - Challenge,24,2375478,71164,3726,6478,677096130,3550000,180,7,21.71777778,5,549,1091,6
Little Mix - Break Up Song (Mixers in Lockdown),10,611222,54199,327,2083,5084878139,8000000,163,6,7.005277778,6,3155,201,18
OUR NEW LONDON APARTMENT TOUR - We Moved In!!,22,1542162,69813,929,2895,2866543,194000,3,8,17.08194444,4,82,795,28
Milo Manheim - We Own the Summer (Official Video),10,1879590,59814,832,4417,13033893172,19700000,1215,6,4.000833333,6,3682,171,26
Turbulent Flow is MORE Awesome Than Laminar Flow,27,2785243,111555,1650,7943,802703888,7120000,289,7,14.00111111,5,3620,1112,30
BLACKPINK - '24/365 with BLACKPINK' Prologue,10,6610382,962133,9343,66164,9337412595,36700000,265,5,1.001388889,7,1450,845,20
Ozuna - Caramelo (Video Oficial),10,38210090,339402,8895,12749,13826692924,28300000,90,7,22.0075,5,1547,236,34
Jay Wheeler Ft Myke Towers - La Curiosidad (Official Audio),10,4168768,146220,1051,2685,214352914,1030000,74,6,3.930277778,6,1239,223,14
TROLLZ - 6ix9ine & Nicki Minaj (Official Music Video) REACTION,10,502583,9052,920,842,2846612,13700,1255,6,4.913888889,6,1556,508,21
NBA 2K21: Official PS5 Teaser Trailer (In-Engine),17,746169,16583,2115,3289,204251422,714000,981,7,22.46194444,5,5068,124,2
Los Dos Carnales - El Doble R (Video Musical),10,815518,25231,531,929,1153641762,1780000,681,7,23.04416667,5,2392,157,37
Kodak Black - Vultures Cry 2 ft. WizDaWizard & Mike Smiff (Official Video),10,1262014,65986,1806,4311,3127732302,6310000,276,7,6.540555556,5,2639,220,17
Tyla Yaweh - Tommy Lee (Audio) ft. Post Malone,10,489970,23000,276,1404,51353706,359,27,6,4.001111111,6,492,227,34
Michigan man Paul Whelan sentenced to prison in Russia,25,150807,778,126,751,115257718,163000,49639,3,10.8125,2,1093,60,1
iann dior - Pretty Girls (Official Lyric Video),10,937010,16666,342,1185,88552076,545000,43,6,4.000555556,6,462,124,22
Resident Evil Village - Announcement Trailer,20,659497,26607,811,3947,61759992,299000,294,7,21.27916667,5,5243,179,14
The Living Tombstone - Drunk,10,928244,72015,697,7256,1226367624,4030000,203,7,17.00611111,5,3316,226,9
VFX Artists React to Bad & Great CGi 29,24,1671038,94807,1035,10280,657509670,3950000,796,5,16.00083333,7,3408,751,11
BLACKPINK - 'How You Like That' JENNIE Concept Teaser Video,10,10750102,1130510,30809,66916,9372598124,36800000,267,1,0.006388889,5,1451,14,23
Intence - Through the Gate (Official Video),10,378466,27198,545,2228,31359500,161000,50,4,19.99,2,1109,170,7
1V1 Against Faze Rug!,17,941400,70590,2958,15979,435327238,3900000,1169,4,16.45138889,2,1734,632,10
Mallorca 0 - 4 FC Barcelona - HIGHLIGHTS & GOALS - 6/13/20,17,326491,3766,107,375,57929873,292000,5627,6,22.5375,7,2895,463,19
Pasta 7 Ways | Jamie Oliver | Megamix,24,318362,6822,154,300,673654121,5080000,1529,5,11.9325,1,5143,1875,20
Highlights | Round 4 | Charles Schwab Challenge,17,155746,877,36,105,510668506,552000,17136,5,23.85638889,1,5071,201,16
UFC on ESPN 10: Dana White Post-Fight Press Conference - MMA Fighting,17,101582,957,59,334,753827896,1100000,9422,5,5.664722222,1,3005,612,16
Ready For The Big Arsenal Restart vs City! | Biased Premier League Show feat Troopz,17,173266,5047,151,1080,826269307,1150000,12457,3,7.005277778,3,2797,1326,28
"QUI SERA L'UNDERCOVER ? (ft. SEB, Maksey et Freddy Gladieux)",23,672330,78826,391,1944,107419854,1560000,90,5,8.004444444,1,2941,1200,12
Five Noodles You've NEVER Seen!!! Asia's Best Street Food!!,19,1308040,36321,615,2421,810767304,5020000,349,5,12.43222222,1,3557,978,15
Chloe x Halle - Forgive Me (Official Video),10,3284389,232297,3439,10740,34127912,41500,36,7,4.0025,6,1523,187,24
WORLD RECORD BOUNCE! Stacked Ball Drop Experiment from 45m Tower!,17,811758,31234,848,2978,936124841,5860000,283,7,22.00138889,6,3936,1010,28
Moving into The Hype House Dryer,24,2693223,115147,2913,6862,812654400,5030000,209,8,16.20333333,5,2407,622,12
QUAND TU REGARDES LA TELE 2 - LES PARODIE BROS,23,1040003,68939,1161,3650,572309145,2690000,168,7,16.08361111,6,2229,368,25
RCMP dash-cam footage shows Chief Allan Adam punched,25,251055,809,80,1995,31017746,16700,10104,7,2.739166667,6,4933,713,7
I Bought a Kia Stinger GT! (And Here's Why),2,2136292,67211,3802,14064,1090449017,3590000,512,8,15.945,5,2473,1146,15
All Sports Golf Battle 4 | Dude Perfect,17,12295959,499597,8774,26225,10899114346,51700000,234,9,21.99861111,4,4112,827,45
JE FAIS N'IMPORTE QUOI ? - SEB,24,1488449,147786,1599,3913,527759732,4460000,123,7,15.64166667,6,3129,1645,16
SIDHU MOOSE WALA - BAMBIHA BOLE (Official Video) Amrit Maan | GILLTYYY REACT,24,175276,9444,206,546,12594576,92500,420,7,10.55694444,6,571,739,35
Man City 3 - 0 Arsenal | David Luiz Would Rather Get An Assist Than A Clean Sheet - Troopz  Rant,17,372515,10193,302,2132,826269307,1150000,12457,2,22.15777778,4,2797,454,28
Man City 3 - 0 Arsenal | Player Ratings With DT,17,225396,6456,211,1368,826269307,1150000,12457,1,9.690555556,5,2797,722,32
Blades goal not given due to 'technical error'! | Aston Villa 0-0 Sheff Utd | EPL Highlights,17,359681,5427,268,1594,937621602,2090000,3172,2,19.23111111,4,1810,143,24
Werder Bremen vs. Bayern Munich (0-1) | Bayern win 8th Bundesliga title in a row! | Match Highlights,17,184981,3469,52,436,1324934039,2800000,5819,3,21.67638889,3,2725,324,17
Highlights Real Madrid vs SD Eibar (3-1),17,1004983,16036,623,746,1382505478,5560000,33992,5,21.69,1,5090,90,35
Anti Black Lives Matter protesters turn out to 'defend Churchill statue',25,585634,8052,2129,6960,5111063,22700,136,6,15.63027778,7,226,195,39
Charlie the Unicorn: The Grand Finale (Part Two),1,155223,14340,241,1582,496932138,1740000,178,4,19.45305556,2,5230,541,13
Berm Peak: Can I clear the most famous backyard trail in the world?,24,450208,22570,217,1060,42833439,452000,291,5,14.25027778,1,1850,965,0
"Trump Says Slippery Ramp, Lack of Handrail Caused Shaky Walk",25,785642,2259,4183,6117,101799756,202000,8753,4,0.158888889,2,1583,32,1
Pranking Famous Footballers On FaceTime,24,641943,71325,343,2510,97202856,1010000,201,6,13.02055556,7,1793,822,20
DOUBT ME NOW,24,690672,63500,883,1958,1064317532,5390000,335,6,16.00277778,7,2918,623,21
Super Rugby Aotearoa | Blues v Hurricanes - Rd 1 Highlights,17,202377,2238,45,190,63492455,179000,1248,5,5.901666667,1,3075,346,0
EATING MY FIANCEE'S RIDICULOUS DAILY DIET IN ONE SITTING | BeardMeatsFood,22,452372,14152,369,3380,187978875,986000,407,5,18.00527778,1,1985,906,24
"Virtual Pub Quiz, it's Saturyay the 13th of June!",24,91061,288,31,14,8448526,193000,83,6,20.7775,7,87,6066,12
F1 REWIND - 2011 Canadian Grand Prix | Presented By Pirelli,17,905781,17317,268,1571,1753663926,3680000,2650,6,14.00305556,7,5286,8625,19
Actor Sushant Singh Rajput dies by suicide at Bandra home,25,1456458,8981,689,1832,156726796,744000,13108,5,9.529166667,1,1980,225,6
Starlink Mission,28,1993630,75103,1336,4043,362254730,4380000,272,6,10.12527778,7,4342,3388,0
Super Rugby Aotearoa | Highlanders v Chiefs - Rd 1 Highlights,17,175022,2245,53,161,63492455,179000,1248,6,9.733055556,7,3075,366,0
Police struggle to keep rival protesters apart as tensions rise,25,331926,2501,816,2051,1041370592,2430000,13616,6,20.59944444,7,5121,174,49
London police struggle to keep anti-racism & far-right protesters apart | DW News,25,98401,701,741,970,407845455,1470000,23082,6,15.83805556,7,4672,176,21
Queen Elizabeth II Celebrates Her Official Birthday with Ceremony at Windsor,25,244003,3588,177,896,359018535,669000,2559,6,11.76083333,7,3473,148,12
BoatBuilding - Restoring the Transom (EP74),22,308153,22033,121,1586,25242671,208000,76,6,15.05805556,7,1100,1566,54
BMW M8 v AMG A45S - DRAG RACE *2WD mode vs AWD*,2,1669778,51761,1336,3508,1173555704,4050000,1231,6,8.056944444,7,2360,603,25
Dussledorf vs. Dortmund (0-1) | Bundesliga Highlights,17,242666,4160,57,364,1324934039,2800000,5819,6,17.75833333,7,2725,254,8
How The Burj Khalifa Is Dubai's Lighting Rod | Richard Hammond's Big,24,859389,14677,176,1006,1068812642,3130000,2378,7,16.63888889,6,4964,276,11
D Block Europe (Young Adz x Dirtbike LB) - Free 22 [Music Video] | GRM Daily,10,1071179,32395,988,2231,3260975516,3010000,8887,8,18.01805556,5,3221,279,8
My Experience with KSI,20,1831442,102510,2434,2744,2046071188,4260000,3928,8,20.12555556,5,2470,707,6
I Sent Unspeakable Back to First Grade!,24,1824879,54003,1858,8248,680193976,3570000,180,6,15.08083333,7,550,1255,6
How To Build a PlayStation 5,26,2424792,216553,14965,21156,2605271991,14700000,526,7,18.54527778,6,3116,93,20
Debunking Fake Viral Cooking Videos | How To Cook That Ann Reardon,24,1682456,99379,1102,8896,690762695,4230000,437,7,9.500277778,6,3352,1198,16
PS5 - EVERYTHING REVEALED,28,1730970,75892,6861,10996,922031412,4400000,1665,8,23.68472222,5,4702,888,25
Aston Villa v. Sheffield United | PREMIER LEAGUE HIGHLIGHTS | 6/17/2020 | NBC Sports,17,76772,810,61,208,581831870,1210000,11699,2,20.08694444,4,3055,596,27
Renovating an Abandoned Mansion Part 19,24,1154733,88014,992,5452,583680438,3620000,627,4,20.05861111,2,4814,1299,46
I Broke His ANKLES! 5v5 Basketball In CHICAGO!,24,616217,30320,422,2828,203824984,1910000,346,4,22.19416667,2,2320,919,24
8:46 - Dave Chappelle,23,24315419,813996,45556,84212,367476352,1160000,570,7,4.989722222,6,395,1641,13
Human Blood vs. Snake Venom!,15,7396593,275202,8632,25295,3388978724,17000000,591,6,13.98361111,7,2111,1113,32
1v1 Against My Bigger & Stronger Brother! Off White Jordan Sneaker Wager!,24,709375,46873,352,3372,748419131,3570000,2127,5,22.52027778,1,2554,636,17
Gabbie Hanna - Special (Official Video),26,590880,65540,10990,13883,1099512900,6120000,369,5,18.10166667,1,2319,196,27
"Young M.A ""Trap or Cap"" (Official Music Video)",10,512291,37055,631,2000,960529992,2920000,98,5,16.00277778,1,2521,213,17
Welcome To PWR,22,830422,61748,837,7371,1518796,225000,2,6,22.98388889,7,61,283,12
"How the Minnesota Timberwolves squandered Kevin Garnett's prime, then lost him",17,393746,11230,131,1338,311115948,907000,3485,5,16.48194444,1,4779,902,12
FLIGHT Vs FAZE RUG Insane 1-1! Training Before & Preparing Them!,17,403837,12375,363,1466,7258392,81300,260,5,23.54638889,1,3141,745,0
The REALITY of buying a self-converted van,19,729472,25302,551,2408,226580414,1530000,730,5,15.00277778,1,1655,1327,31
every episode of icarly,23,778906,99327,594,4184,49755927,733000,41,5,21.25,1,1596,107,25
WE GAVE OUR BED ROOM A MAKEOVER!! (BEFORE & AFTER),24,574575,42970,461,2067,167111899,2640000,148,5,2.918888889,1,712,894,22
100 Years Of Soda Taste Test,24,1319021,39512,516,1890,6459475059,16400000,2471,4,10.00055556,2,4293,873,15
PS5 Price Really Leaked By Retailers?,20,338123,9111,751,2806,4005765,51700,78,5,21.23694444,1,301,319,13
Lil Baby - The Bigger Picture (Audio),10,7277732,268817,7458,15498,1525646390,162000,71,7,4.003611111,6,772,254,12
Amazing CAKES That Look Like Everyday Objects,24,2715398,100341,1767,10021,6466391187,20400000,2354,5,20.10888889,1,2707,615,14
"Huge iOS 14 Leaks, AirPods Lite, iPhone 13 USB-C & iOS 13.6 Beta 2!",28,986995,32165,982,2821,2013563768,8190000,1706,5,3.625833333,1,4161,610,30
Tyla Yaweh - Tommy Lee (Official Music Video) ft. Post Malone,10,6782566,277269,5830,10883,52557201,378,27,7,16.00305556,6,493,235,34
Highlights RCD Mallorca vs FC Barcelona (0-4),17,2909532,33382,1359,1309,1382505478,5560000,33992,6,22.87,7,5090,90,33
"The Kid LAROI, Juice WRLD - GO (Official Video)",10,6066987,416019,4975,22793,14100408,1130,4,7,4.002777778,6,193,223,25
DaBaby - ROCKSTAR (BLM REMIX/Audio) ft. Roddy Ricch,10,1961706,112823,1993,5752,13370724,207,7,7,19.9025,6,983,206,11
Squishy Makeovers: Spin The Wheel,24,4247060,200441,2272,41929,1276222366,5060000,252,7,20.00194444,6,3586,1026,0
Timex Sinclair 2068 - The American ZX Spectrum,27,255208,14778,157,1579,176767289,1140000,244,5,19.30194444,1,5078,1042,0
Unique idea from scraps of wood! I am very happy with the result!,26,8201582,71434,4870,2195,139373753,579000,49,6,13.40666667,7,686,625,28
America's Got Talent Guitarist... REAL or FAKE?,24,604402,48539,879,3490,311768622,2050000,244,6,23.00638889,7,4547,715,43
Pop Smoke - Make It Rain ft. Rowdy Rebel,10,2378486,137724,1355,7045,11987787,223,2,7,16.00583333,6,354,204,9
Teyana Taylor - Wake Up Love ft. IMAN,10,2027958,147237,1259,6495,144629010,111000,40,7,16.00416667,6,4056,219,11
2020 Rogue Invitational | Day 1 - Full Live Stream,17,649989,4847,261,115,199510247,610000,911,6,20.78,7,4161,24236,0
Natanael Cano - Nubes Blancas [Official Video],10,2180233,107406,16675,4654,1568611009,2670000,511,7,21.00333333,6,1907,128,31
Real Madrid 3-1 Eibar - HIGHLIGHTS & GOALS - 06/14/20,17,333209,2989,203,504,57929873,292000,5627,5,19.81444444,1,2895,269,9
Marvel's Spider-Man: Miles Morales - Announcement Trailer | PS5,20,11492811,457539,15542,34957,2829963996,11200000,12966,8,20.20333333,5,5299,93,7
This Dude GRABBED Me! 5v5 Basketball At The Park!,24,1439987,61522,1240,3824,203824984,1910000,346,7,20.67388889,6,2320,1182,24
PS5 Hardware Reveal Trailer,20,25366153,1296416,55258,126741,2829963996,11200000,12966,8,21.36861111,5,5299,192,2
YG - FTP (Official Music Video),10,2016633,98467,4253,4262,16224804,3960000,11,7,16.00388889,6,3112,225,15
NLE Choppa - Shotta Flow 5 (Official Audio),10,1900270,143759,2968,20948,560819237,2750000,48,7,4.770555556,6,874,146,10
THRIFT FLIP ft. my quarantine insanity,26,1611381,188089,1487,9843,224784706,3270000,199,7,18.30833333,6,1727,937,31
POP SMOKE - MAKE IT RAIN ft. Rowdy Rebel (Official Audio),10,1768954,115742,1185,7556,457644660,1180000,45,7,4.070833333,6,584,203,0
La Trokita - (Video Oficial) - Eslabon Armado - DEL Records 2020,10,489978,27334,735,1173,4434686665,7570000,160,7,18.00277778,6,4158,215,29
START HERE (LOC-061-220-2012P),10,786829,82258,1087,14540,2456845562,11000000,118,6,21.355,7,3940,1263,0
Luke Bryan - Build Me A Daddy (Official Music Video),10,1814131,47335,837,2375,1741070973,1600000,87,7,4.002777778,6,3747,192,23
Sony PS5 Full Hardware Reveal with Games,28,1884062,30971,2029,6207,1194032289,2620000,19677,8,21.46305556,5,5159,361,25
A Closer Look at Paper Mario: The Origami King - Nintendo Switch,20,1098436,51842,2429,11710,2230994831,6760000,4204,7,13.06638889,6,5288,344,18
Coronavirus cases rise across the country,25,1436526,7466,4792,8622,7749879012,9220000,53449,4,0.303888889,2,5065,164,16
UNLEASH THE ARCHERS - Abyss (Official Video) | Napalm Records,10,220140,15808,336,1694,1037429017,1560000,2107,3,14.97277778,5,4962,443,7
20 Indian soldiers killed in border clashes with Chinese forces | DW News,25,1342594,13983,1239,8981,410588022,1480000,23090,4,9.140555556,4,4674,389,24
Gambi - MACINTOSH (Clip officiel),10,1508295,134036,9256,9200,281306505,1310000,14,3,14.00305556,5,726,154,0
"""It was my fault!"" | David Luiz apologises for performance against Man City and discusses contract",17,493614,12865,334,1889,945076872,2100000,3188,4,22.15916667,4,1812,107,27
The 2021 Porsche 911 992 Turbo S is Insanely Quick... and Expensive,2,418342,14977,249,1486,158477916,978000,398,5,12.01555556,3,2986,1210,23
"Sushant Singh Rajput: ""First people Ignore you, then they laugh at you, then they'll..."" | Tribute",24,1002459,41584,331,3631,839286538,2310000,24869,5,13.01222222,3,5189,752,16
"Lady Gaga, BLACKPINK - Sour Candy (Lyric Video)",10,3892666,505016,10565,25254,130194660,17300000,169,5,16.00805556,3,4420,159,5
"Sushi Bake Recipe 3 Ways (Kani, Fresh Crab, Spicy Tuna)",22,358610,9333,147,448,134305423,2360000,458,5,8.500833333,3,5023,677,19
"""It Is ABSOLUTELY Gross""  | Kitchen Nightmares",24,542943,10597,149,994,2583769834,4460000,1075,4,16.00027778,4,4339,224,9
RuPaul writes his own question. Gets #1 answer! | Celebrity Family Feud,24,1450905,34108,973,2728,1125681052,1460000,3923,6,1.33,2,5052,773,17
"L'HISTOIRE DE LA FEMME QU'ON APPELLE "" LA VRAIE YANDERE """,24,461224,74867,392,6664,413672566,1400000,1308,4,14.25888889,4,1486,641,6
Le CLASH des applications,23,6654738,736741,7304,16001,2545490618,13700000,172,7,8.867777778,1,4865,452,7
My Husband and I Make Vegan Chocolate Chip Cookies,26,239341,9426,167,1036,74565016,1050000,118,5,17.00472222,3,797,693,31
How I Boarded a US NAVY NUCLEAR SUBMARINE in the Arctic (ICEX 2020) - Smarter Every Day 237,28,2188766,107997,4283,7582,770536036,8310000,322,7,15.06666667,1,5192,2080,42
"TWICE Reveals Who is the Best Dancer, the Funniest, and More | Superlatives",26,901030,87730,544,3816,530856623,2060000,3491,6,21.00111111,2,5050,490,27
6 Boys vs 1 Secret Girl | Odd Man Out,24,1056333,63069,1833,7491,1061260623,5390000,568,7,14.00388889,1,3795,1335,25
Conventions (I miss them),23,7902094,534178,8009,76362,3098311469,15000000,115,8,16.64194444,7,2122,511,17
2021 Lexus IS World Premiere Video,2,251083,2798,416,1141,50946518,153000,524,6,23.00277778,2,4551,1724,21
TROLLZ - 6ix9ine & Nicki Minaj  (Official Music Video),10,127934699,4548572,612357,443762,2782225781,14600000,9,9,4.000555556,6,807,216,41
Trump To Sign Executive Order On Police Reform | Morning Joe | MSNBC,25,154576,1022,43,577,3740613813,3210000,30573,5,11.9975,3,3125,65,36
The Blind Auditions: Sapphire Tamalemai Sings 'Runnin' | The Voice Australia 2020,24,599895,15461,123,459,809686692,1020000,2025,6,12.005,2,3310,132,15
The Try Guys Photoshop Pranks Pt. 2 Worst Nightmares,23,1835755,98886,633,3656,1287841231,7270000,249,6,15.00388889,2,760,1347,41
So About That PlayStation 5 Price...,20,464423,15535,778,4844,387890956,878000,3434,6,19.85666667,2,4229,410,31
How fast can a vaccine be made? - Dan Kwartler,27,672080,26895,451,3931,1950470847,11800000,1686,6,15.01833333,2,3400,352,29
"Metallica: Live in Melbourne, Australia - March 1, 2013",10,432907,17557,210,1241,2931909723,6120000,1629,5,0.0025,3,4891,8267,8
when companies say they are launching an investigation,23,759268,81780,475,1807,401184061,2030000,626,7,16.19194444,1,3571,94,24
Armagetten,1,387623,12766,333,575,2111326,3470,56,8,15.38138889,7,3844,70,13
"HAUSER: 'Alone, Together' from Krka Waterfalls",10,766521,40103,346,4198,284263849,1070000,138,6,18.00305556,2,4028,1371,44
17 Teachers You'll Meet in Every Online Class,23,2275461,100705,1772,19843,988404644,4210000,232,7,13.00027778,1,3571,1000,45
Maupay scores dramatic late winner as Brighton beat Arsenal! | Brighton 2-1 Arsenal | EPL Highlights,17,927703,16064,602,2393,945076872,2100000,3188,1,16.31222222,7,1812,168,29
Fernandes penalty rescues Man Utd point after De Gea mistake! | Spurs 1-1 Man Utd | EPL Highlights,17,1142684,15905,485,3833,945076872,2100000,3188,2,21.53638889,6,1812,184,25
Superb Neto volley sinks relegation-threatened Hammers | West Ham 0-2 Wolves | EPL Highlights,17,429794,8478,108,966,945076872,2100000,3188,1,18.70138889,7,1812,177,26
GOLDBRIDGE! Tottenham 1-1 Manchester United Match Reaction,17,209284,9931,320,1095,309652667,715000,4404,2,22.31333333,6,2146,1678,22
Man City vs Arsenal With Mark Goldbridge LIVE,17,260202,4379,213,89,26504576,163000,708,4,22.31972222,4,1397,17155,16
Solskjaer Press Conference Reaction! Tottenham vs Man Utd News,24,144214,4650,189,526,309652667,715000,4404,3,10.41222222,5,2146,2049,25
French Toast | Basics with Babish,24,2323140,101602,1059,5479,1357325549,7200000,310,3,13.00638889,5,5053,434,17
THE SPANDEX CUP IS BACK! - EP1 BADMINTON,24,113370,9511,56,748,72362488,484000,167,4,15.52611111,4,2716,880,16
'Why I left out Mesut Ozil '  I Man City 3-0 Arsenal I Mikel Arteta post-match press conference,17,78453,1224,64,642,108289572,215000,5935,4,22.83444444,4,2699,283,17
"If You See This, You Need To RUN FAST",24,94987,4697,793,496,6824979,117000,182,4,16.29194444,4,916,304,5
School Reunions | Peter Kay: The Tour That Didn't Tour Tour,23,495963,6287,147,304,27942172,72100,63,5,16.00388889,3,233,641,22
PE With Joe | Wednesday 17th June,17,322984,10830,275,575,189195507,2480000,432,4,8.676388889,4,3236,2405,0
"Premier League is Back ""Impressions""!!",24,608798,41576,311,1859,18484493,144000,46,4,11,4,2043,136,0
'I Take Responsibility': Celebs Pledge To Act Against Racism in New Video,24,365465,907,47356,10789,966652260,366000,15291,10,17.34916667,5,5131,137,19
"Man City 3-0 Arsenal | Match Reaction | David Luiz Is A Clown KMT | Ft Claude, Ty And Lee Judges",17,47234,2155,49,317,16465884,145000,660,4,21.47472222,4,1489,255,0
Napoli vs. Juventus | Napoli win Coppa Italia on penalties! | Match highlights,17,352657,6170,97,962,1328493680,2800000,5836,4,23.31222222,4,2727,348,11
why i stopped uploading videos | MyPaleSkin,26,165400,11898,70,1002,93820880,1070000,204,4,18.78388889,4,2268,788,14
I tried out RECIPES from TIKTOK food videos,26,265572,15102,239,1616,307448454,1960000,349,4,18.5,4,3566,1305,29
"Apartment Viewings, How I Edit My Photos & One Million Follower Photo Shoot!!",24,262380,16409,275,943,62919792,532000,285,5,17.00055556,3,2366,824,0
Danny MacAskill - Archive - The Log Slide,17,178537,8994,30,325,13232433,289000,6,4,13.00583333,4,930,450,25
Highlights | Resumo: Rio Ave 1-2 Benfica (Liga 19/20 #27),22,238389,2752,241,949,65702202,176000,2360,4,22.90166667,4,2039,297,32
The Truth About Callux leaving the house.....,24,615023,43349,579,1129,546237184,3390000,1279,5,17.65805556,3,3716,869,25
IDLES - GROUNDS (Official Video),10,281893,15858,175,998,18515271,74400,45,5,16.94722222,3,3147,221,30
MISS RFABULOUS - WOYOII MUSIC VIDEO,22,351348,18164,7771,1874,12388582,131000,143,6,19.00277778,2,1226,178,0
TRY NOT TO LAUGH (Batman Edition),24,4268750,340156,2685,14534,1776578816,9490000,971,5,17.89361111,3,3434,803,3
Prime Minister's Questions: 17 June 2020,25,45712,414,47,265,37764678,221000,1000,4,11.70916667,4,4784,2451,3
LIVE! | We're Not Really Here #WNRH | Man City v Arsenal Live Stream,17,312631,3654,271,116,648090231,2520000,5013,4,19.17083333,4,4002,4188,8
20 Indian soldiers killed in border clashes with China,25,2534748,19942,1764,10737,96440164,412000,3211,5,20.50222222,3,4861,77,17
THE SUCTION CUP DOG TOY,15,147820,11029,67,769,17545294,381000,39,4,18.1725,4,1323,67,20
Yiannimize is Back ... and Already had a Council Visit!,2,193210,4588,105,258,239571954,1550000,639,5,18.00388889,3,2350,243,6
"Tyson Fury watches back Deontay Wilder's ring walk for the first time ""He looks absolutely lovely!""",17,526118,8878,275,877,190418869,359000,782,5,9.955,3,614,268,20
Alex Warren & Kelianne Stankus From The Hype House Are Super Nice & Clear Up The Confusion At BOA,24,417995,15684,124,504,558541362,961000,5002,3,2.239166667,5,2326,414,33
"HILARIOUS REACTIONS to Ramsay with KSI, Mo Gilligan & More! | Celebrity Gogglebox",24,837706,25047,410,779,1351377706,1490000,4978,6,17.25,2,5205,263,26
Is THIS The Real COVID Game Changer? Doctor Explains,27,85133,6696,92,745,14858304,239000,61,4,0.340277778,4,1932,385,18
Racism Explained With Cake,1,148094,19759,984,3338,470266279,4370000,415,5,19.02805556,3,3854,249,22
Spending 24 Hours In A Snake Pit (Crazy Dares w/ Pets),20,2346698,89493,1613,4361,977850544,8020000,1662,7,20.13055556,1,3674,786,33
"Bryce Hall, Tayler Holder & Ondreaz Lopez Talk Addison Rae, Sommer Ray, Jake Paul & More At BOA",24,697307,22412,279,882,558541362,961000,5002,5,5.201388889,3,2326,183,35
Porsche 911 Turbo S 2021 review - see how quick it REALLY is to 60mph!,2,1237094,40776,440,3564,1177700315,4060000,1232,5,9.133055556,3,2362,986,26
Stuck with U - Ariana Grande & Justin Bieber,10,1550733,136249,949,4585,2031037711,10700000,264,7,18.005,1,5147,207,24
Applying ALL My 171(!!) PALETTES To My Face! OMG! | NikkieTutorials,26,2220582,136442,1667,27417,1328512476,13400000,788,7,16.99916667,1,4381,1679,32
"Bobby Lashley wants a divorce from Lana: Raw, June 15, 2020",17,1712040,39718,1167,3694,44536693937,61900000,48210,5,3.192777778,3,4790,91,23
The Artemis Fowl Adaptation Is TERRIBLE,24,348623,22658,186,3288,41033234,231000,282,6,18.0475,2,3172,921,10
World's Most Expensive Toy Car | Rolls Royce Cullinan,2,1129843,40527,1386,3121,281865719,3770000,208,6,15.0025,2,4666,426,9
The Best Diet For Getting Back In Shape FASTER (Nutrition Science Explained),24,195080,11907,95,611,186809805,1970000,418,6,18.99111111,2,2255,707,27
Xbox Series X - Xbox Smart Delivery,20,430264,23207,937,1839,846337984,3740000,7835,6,15.00388889,2,5346,31,22
Manchester City v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 6/17/2020 | NBC Sports,17,526779,5562,248,1145,584530428,1220000,11747,4,22.61194444,4,3057,783,24
OUR LAST GOODBYE..,24,864967,50085,854,5255,13294329,465000,14,4,21.97777778,4,2317,933,12
Napoli 0-0 (4-2) Juventus | Napoli Win the Coppa on Penalties! | Final | Coppa Italia Coca-Cola,17,761218,12876,542,1058,1352881276,4460000,18860,3,21.00277778,5,2791,254,35
I Really Like You- Domo Wilson (Official Music Video),10,689069,28652,4233,1856,24308051,1540000,13,4,18.26194444,4,3760,141,17
A Boogie Wit Da Hoodie - Might Not Give Up (feat. Young Thug),10,517640,44313,315,1401,1511897938,3790000,144,2,4.002777778,6,1626,231,29
Uncomfortable Conversations with a Black Man - Episode 3 with Chip & Joanna Gaines + kids,22,607724,24572,434,1856,2567316,133000,3,3,0.008611111,5,3154,596,13
PS5 Impressions: My Thoughts!,28,4344035,185397,5779,16967,1928159589,11300000,1243,4,21.58694444,4,4475,647,14
"I spent a day with FAMOUS DRAG QUEENS (Gigi Goode, Honey Davenport, Laganja Estranja)",27,778795,71471,735,4276,252058736,4420000,196,4,21.15666667,4,4954,1286,12
A Boogie Wit Da Hoodie - Bleed [Official Music Video],10,2857525,165072,3265,7841,1511897938,3790000,144,5,16.25277778,3,1626,188,32
FlightReacts 1V1 Against Faze Rug Reaction! w/ Jesser,17,296901,15551,292,753,87921095,1240000,557,3,1.576111111,5,2099,792,28
